Name,Estimate,SE,tStat,DF,pValue,Lower,Upper
(Intercept),303.104166666672,20.9882008480909,14.441645992455,76,1.72907340919516e-23,261.302541911809,344.905791421536
sex_Male,115.113850308903,38.8347584012985,2.9641963809682,76,0.00405154025604606,37.7677256988688,192.459974918938
Rsquared,0.12665319695768,0,0,0,0,0,0
