Name,Estimate,SE,tStat,DF,pValue,Lower,Upper
(Intercept),324.007604309111,20.1303212426468,16.0955009313359,48,5.63157739273354e-21,283.532880736504,364.482327881718
genotype_NF1(NF1-KO/WT),10.9994897135459,23.2930109324112,0.472222751513872,48,0.638907712056017,-35.8342476768813,57.8332271039732
genotype_NF1_KO_labeled,4.44394621532823,42.4541604073512,0.104676342028395,48,0.917068820159302,-80.9158643054466,89.8037567361031
genotype_NF1_KO_NOT_labeled,118.879807238556,44.9399468287886,2.64530369142317,48,0.0109997223779678,28.5219881388084,209.237626338303
sex_Male,-13.3391476770785,24.5035354453208,-0.544376451587753,48,0.588702581604418,-62.6068077281178,35.9285123739609
which_eye_Right,-52.1273331463152,22.7439808216629,-2.29191774100801,48,0.0263387013782804,-97.8571715130895,-6.39749477954082
quadrant_DN,39.645015931775,18.8010178758246,2.1086632752343,48,0.0402177976017647,1.84303591192742,77.4469959516225
quadrant_VT,-50.4790237257071,45.8468191315747,-1.10103655350306,48,0.276371591754358,-142.660231798163,41.7021843467486
quadrant_VN,4.24562808443654,59.551093005226,0.0712938733813662,48,0.94346009744532,-115.489869366384,123.981125535257
